companyid	company_name	cusip	MSCIsec	sedol
FLDJP2-S-US	Rex Energy Corp.	76156510	Energy	B23K5J
JJ8RRZ-S-US	Regions Financial Corp.	7591EP10	Financials	B01R31
DBNSL6-S-US	RF Micro Devices Inc.	74994110	Information Technology	201666
BCQ0GT-S-US	Resolute Forest Products I	76117W10	Materials	B87SJM
NV7H2B-S-US	Reinsurance Group Of Ameri	75935160	Financials	273119
VPWZH7-S-US	Regal Entertainment Group	75876610	Consumer Discretionary	286682
DLSQ1M-S-US	Repligen Corp.	75991610	Health Care	273165
QSDP9N-S-US	Royal Gold Inc.	78028710	Materials	275570
WRP8Z5-S-US	Regulus Therapeutics Inc.	75915K10	Health Care	B7XB9Q
LSHH8S-S-US	Sturm Ruger & Co. Inc.	86415910	Consumer Discretionary	285628
JMPB31-S-US	Regis Corp.	75893210	Consumer Discretionary	273032
K3PPPT-S-US	Restoration Hardware Holdi	76128310	Consumer Discretionary	B8V9GG
G7VSB9-S-US	Robert Half International	77032310	Industrials	211070
J3M61K-S-US	Ryman Hospitality Properti	78377T10	Consumer Discretionary	B8QV5C
GRMT07-S-US	Red Hat Inc.	75657710	Information Technology	244721
FXH71J-S-US	Rigel Pharmaceuticals Inc.	76655960	Health Care	283393
GYG3XG-S-US	Republic Airways Holdings	76027610	Industrials	285834
QVJYPV-S-US	Raymond James Financial In	75473010	Financials	271899
JWHK2C-S-US	Rock-Tenn Co.	77273920	Materials	274708
NH6573-S-US	Ruckus Wireless Inc.	78122010	Information Technology	B8XC1Y
B83ZLH-S-US	Ralph Lauren Corp.	75121210	Consumer Discretionary	B4V966
TJR3RB-S-US	RealD Inc.	75604L10	Information Technology	B434YB
LLZJCH-S-US	Realogy Holdings Corp.	75605Y10	Financials	B5T0CW
GW1T5Q-S-US	Red Lion Hotels Corp.	75676410	Consumer Discretionary	223273
JMPNRC-S-US	RLI Corp.	74960710	Financials	271907
CLBTVV-S-US	RLJ Lodging Trust	74965L10	Financials	B3PY1N
F9MFQQ-S-US	ReachLocal Inc.	75525F10	Consumer Discretionary	B4PYZD
LM1DT3-S-US	Rand Logistics Inc.	75218210	Industrials	B041R8
MT24YC-S-US	Regional Management Corp.	75902K10	Financials	B719DK
H7DTK2-S-US	Rambus Inc.	75091710	Information Technology	272196
CHR3SZ-S-US	ResMed Inc.	76115210	Health Care	273290
B4QQVQ-S-US	Rockwell Medical Inc.	77437410	Health Care	214249
FPJYLM-S-US	Roundy's Inc.	77926810	Consumer Staples	B6ZLPN
JQ46ZD-S-US	RigNet Inc.	76658210	Energy	B3WSNV
R02Q4Y-S-US	RenaissanceRe Holdings Ltd	G7496G10	Financials	272842
L43BMJ-S-US	Renasant Corp.	7.60E+14	Financials	267080
C23FN9-S-US	RealNetworks Inc.	75605L70	Information Technology	B6YRFT
TN1K3G-S-US	Rockwood Holdings Inc.	77441510	Materials	B0GWF9
PC58QM-S-US	Gibraltar Industries Inc.	37468910	Industrials	236922
SX3L47-S-US	Rochester Medical Corp.	77149710	Health Care	274701
HLWYS9-S-US	Rogers Corp.	77513310	Information Technology	274670
QCXCR9-S-US	Retail Opportunity Investm	76131N10	Financials	B28YD0
RCF8NW-S-US	Rockwell Automation Inc.	77390310	Industrials	275406
K8ZFZG-S-US	Rollins Inc.	77571110	Industrials	274730
H2X681-S-US	RBC Bearings Inc.	75524B10	Industrials	B0GLYB
LC3792-S-US	Roma Financial Corp.	77581P10	Financials	B192FZ
FV7BRY-S-US	Roper Industries Inc.	77669610	Industrials	274960
RK6S0B-S-US	Rosetta Resources Inc.	77777930	Energy	B0YV6N
C7R70B-S-US	Ross Stores Inc.	77829610	Consumer Discretionary	274671
G5L9Y5-S-US	Rovi Corp.	77937610	Information Technology	B2R9T1
GHZF8G-S-US	RealPage Inc.	75606N10	Information Technology	B4W2S2
NX8D1C-S-US	Retail Properties Of Ameri	76131V20	Financials	B7QR33
DF312T-S-US	RPM International Inc.	74968510	Materials	275617
MYW986-S-US	Repros Therapeutics Inc.	76028H20	Health Care	298876
B15MWD-S-US	Ramco-Gershenson Propertie	75145220	Financials	272277
LWX1LV-S-US	Raptor Pharmaceutical Corp	75382F10	Health Care	B1FRLT
WS6571-S-US	RPX Corp.	74972G10	Industrials	B4N92J
TD0WW3-S-US	Range Resources Corp.	75281A10	Energy	252333
MNSKYT-S-US	R.R. Donnelley & Sons Co.	25786710	Industrials	227660
G903QG-S-US	Red Robin Gourmet Burgers	75689M10	Consumer Discretionary	296614
TZB4RG-S-US	Roadrunner Transportation	76973Q10	Industrials	B3W940
F07ZS4-S-US	Reliance Steel & Aluminum	75950910	Materials	272906
WJV8G1-S-US	Rouse Properties Inc.	77928710	Financials	B5KNGQ
KYDC2F-S-US	Republic Services Inc.	76075910	Industrials	226253
FV6Z1L-S-US	RadioShack Corp.	75043810	Consumer Discretionary	287150
LFDG3X-S-US	Resource Capital Corp.		Financials	
S5G6P6-S-US	Rosetta Stone Inc.	77778010	Information Technology	B3VVMW
TXYGBD-S-US	Rofin-Sinar Technologies I	77504310	Information Technology	274849
HVTFZP-S-US	RadiSys Corp.	75045910	Information Technology	275119
SFC3MX-S-US	Ruby Tuesday Inc.	78118210	Consumer Discretionary	275761
JXLTFJ-S-US	Rudolph Technologies Inc.	78127010	Information Technology	251841
T2YG2Z-S-US	RTI International Metals I	74973W10	Materials	229699
QHBYX6-S-US	RTI Surgical Inc.	74975N10	Health Care	258911
RCL2VD-S-US	Rentech Inc.	76011210	Energy	275075
G6L6W5-S-US	Raytheon Co.	75511150	Industrials	275805
WQSN76-S-US	Rue21 Inc.	78129510	Consumer Discretionary	B574HF
RYQV4J-S-US	Rush Enterprises Inc.	78184620	Industrials	296687
DR7JXZ-S-US	Ruth's Hospitality Group I	78333210	Consumer Discretionary	B0G4KC
W01Z3R-S-US	Riverbed Technology Inc.	76857310	Information Technology	B1FH88
DF4VKJ-S-US	Revett Minerals Inc.		Materials	B07MLG
T7HRLL-S-US	Redwood Trust Inc.	75807540	Financials	273087
ND7B0W-S-US	Rexnord Corp.	76169B10	Industrials	B4NPMX
D9KVWC-S-US	The Ryland Group Inc.	78376410	Consumer Discretionary	276110
PP6C0K-S-US	Rayonier Inc.	75490710	Financials	247313
G6RHZ4-S-US	Sprint Communications Inc.	85206110	Telecommunication Serv	292244
S4G8K1-S-US	InContact Inc.	4.53E+14	Telecommunication Serv	282204
N4K4N7-S-US	Sanderson Farms Inc.	80001310	Consumer Staples	277433
XCZHRF-S-US	Safety Insurance Group Inc	78648T10	Financials	295853
T57LSR-S-US	Sonic Automotive Inc.	83545G10	Consumer Discretionary	212524
GFKKH6-S-US	SAIA Inc.	78709Y10	Industrials	298239
SGNVB4-S-US	Salem Communications Corp.	79409310	Consumer Discretionary	243368
LSP775-S-US	Boston Beer Co. Inc.	10055710	Consumer Staples	211339
T679BK-S-US	Sanmina Corp.	80105610	Information Technology	B92RRW
GGKC73-S-US	Sapient Corp.	80306210	Information Technology	284559
B6WLCG-S-US	Saratoga Resources Inc.	80352110	Energy	B032LC
MKBYLR-S-US	Sandy Spring Bancorp Inc.	80036310	Financials	214825
PVW9QT-S-US	EchoStar Corp.	27876810	Information Technology	B2NC47
VXYB18-S-US	Spirit Airlines Inc.	84857710	Industrials	B3ZG8F
G7RJ37-S-US	SBA Communications Corp.	78388J10	Telecommunication Serv	242929
KHS1N3-S-US	Seacoast Banking Corp. Of	81170730	Financials	279362
KPFMHW-S-US	Sinclair Broadcast Group I	82922610	Consumer Discretionary	279935
VG17MH-S-US	Sally Beauty Holdings Inc.	7.95E+14	Consumer Discretionary	B1GZ00
R2C8R5-S-US	Signature Bank (New York N	82669G10	Financials	B00JQL
FMZ39N-S-US	Sabra Health Care REIT Inc	78573L10	Financials	B5NLBP
Q63834-S-US	Southside Bancshares Inc.	84470P10	Financials	248587
H3ZZPR-S-US	Starbucks Corp.	85524410	Consumer Discretionary	284225
X9R5PJ-S-US	Silver Bay Realty Trust Co	82735Q10	Financials	B91NKY
MBQ0VH-S-US	First Financial Holdings I	78401V10	Financials	BC9KR4
WM5QN1-S-US	Southern Copper Corp.	84265V10	Materials	282377
VK7L2Q-S-US	SCANA Corp.	80589M10	Utilities	254584
PP63KB-S-US	Scholastic Corp.	80706610	Consumer Discretionary	277923
X9RCXK-S-US	Schnitzer Steel Industries	80688210	Materials	282129
B6VPNM-S-US	The Charles Schwab Corp.	80851310	Financials	277939
TD0PGX-S-US	Service Corp. Internationa	81756510	Consumer Discretionary	279756
KL5HMZ-S-US	Stepan Co.	85858610	Materials	284500
XKN90D-S-US	SciClone Pharmaceuticals I	80862K10	Health Care	277957
WJZPX6-S-US	Sucampo Pharmaceuticals In	86490910	Health Care	B1CH10
WC9VJ5-S-US	ComScore Inc.	20564W10	Information Technology	B1YWRF
NM9RDP-S-US	Steelcase Inc.	85815520	Industrials	215042
BFT4KT-S-US	ScanSource Inc.	80603710	Information Technology	276775
R03BBJ-S-US	Select Comfort Corp.	81616X10	Consumer Discretionary	232089
GD9L9S-S-US	SolarCity Corp.	83416T10	Industrials	B8BZJC
TG4YW3-S-US	Shoe Carnival Inc.	82488910	Consumer Discretionary	280547
JYW3HJ-S-US	SandRidge Energy Inc.	80007P30	Energy	B28M89
P5JV0X-S-US	Spectra Energy Corp.	84756010	Energy	B1L60G
K25KSK-S-US	SeaChange International In	81169910	Information Technology	280364
KSVC53-S-US	Seaboard Corp.	81154310	Industrials	278668
GZDYTG-S-US	Sealed Air Corp.	81211K10	Materials	223279
K7T5TF-S-US	SEI Investments Co.	78411710	Financials	279361
JJC8PG-S-US	Select Medical Holdings Co	81619Q10	Health Care	B4MF0Q
DSD4ZJ-S-US	SemGroup Corp.	81663A10	Energy	B547XN
BFNVCS-S-US	Seneca Foods Corp.	81707050	Consumer Staples	278162
DJBVCF-S-US	Stifel Financial Corp.	86063010	Financials	284923
CC5WFF-S-US	Smithfield Foods Inc.	83224810	Consumer Staples	281623
HRDSGJ-S-US	Safeguard Scientifics Inc.	78644920	Information Technology	276690
K7VF5L-S-US	StanCorp Financial Group I	85289110	Financials	240957
QKMHFD-S-US	IStar Financial Inc.	45031U10	Financials	225919
R3JJX6-S-US	Ship Finance International	G8107510	Energy	B019MJ
JNQT1J-S-US	Shutterfly Inc.	82568P30	Consumer Discretionary	B188HK
CRNDM5-S-US	Simmons First National Cor	82873020	Financials	281013
RJ3GL4-S-US	Swift Energy Co.	87073810	Energy	286743
DCZBY8-S-US	Saga Communications Inc.	78659830	Consumer Discretionary	276701
XD4X1H-S-US	Seattle Genetics Inc.	81257810	Health Care	273812
GB6BQD-S-US	Silicon Graphics Internati	82706L10	Information Technology	B081PV
DJBYKJ-S-US	Schawk Inc.	80637310	Industrials	278213
T8N77W-S-US	Sangamo BioSciences Inc.	80067710	Health Care	257308
VDT3XQ-S-US	Scientific Games Corp.	80874P10	Consumer Discretionary	291929
BSC5DV-S-US	Sagent Pharmaceuticals Inc	78669210	Health Care	B687XN
B3G02F-S-US	Stone Energy Corp.	86164210	Energy	285028
PRK6ZY-S-US	Synergy Pharmaceuticals In	87163930	Health Care	B60WSC
H2YXJN-S-US	Shenandoah Telecommunicati	82312B10	Telecommunication Serv	267669
B4JYV9-S-US	SHFL Entertainment Inc.	78423R10	Consumer Discretionary	B7FKRT
JFVMGG-S-US	Sears Holdings Corp.	81235010	Consumer Discretionary	263480
TSDFC1-S-US	A. Schulman Inc.	80819410	Materials	277934
TG61Z4-S-US	Shiloh Industries Inc.	82454310	Consumer Discretionary	280455
LZD9ZC-S-US	Sunstone Hotel Investors I	86789210	Financials	B034LG
FXJNSW-S-US	Steven Madden Ltd.	55626910	Consumer Discretionary	255391
XJN5P6-S-US	ShoreTel Inc.	82521110	Information Technology	B2496F
QP1LZ4-S-US	Sears Hometown & Outlet St	81236210	Consumer Discretionary	B8J8DX
DMY2HT-S-US	The Sherwin-Williams Co.	82434810	Materials	280421
HGC7D7-S-US	Sigma-Aldrich Corp.	82655210	Materials	280756
R95ZHV-S-US	SIFCO Industries Inc.	82654610	Industrials	280750
G7XLT0-S-US	SI Financial Group Inc.	78425V10	Financials	B43N9T
B7ZXVP-S-US	Signet Jewelers Ltd.	G8127610	Consumer Discretionary	B3CTNK
FFQL71-S-US	SIGA Technologies Inc.	82691710	Health Care	210743
KYKGV7-S-US	Selective Insurance Group	81630010	Financials	276617
BQWRP3-S-US	Sigma Designs Inc.	82656510	Information Technology	280755
PPBP8M-S-US	Silicon Image Inc.	82705T10	Information Technology	249758
QFSB8P-S-US	Select Income REIT	81618T10	Financials	B7GBNW
SPBLN5-S-US	Sirius XM Radio Inc.	82967N10	Consumer Discretionary	215969
JLDSPY-S-US	Sirona Dental Systems Inc.	82966C10	Health Care	B17MSX
JGZ7GY-S-US	SVB Financial Group	78486Q10	Financials	280805
X6QM2K-S-US	Six Flags Entertainment Co	83001A10	Consumer Discretionary	B43VKB
JMK1Z1-S-US	South Jersey Industries In	83851810	Utilities	282593
W0Z2R4-S-US	The J. M. Smucker Co.	83269640	Consumer Staples	295145
KCC9VS-S-US	SJW Corp.	78430510	Utilities	281193
JH6LHV-S-US	Skilled Healthcare Group I	83066R10	Health Care	B1XFYY
NBBKVM-S-US	Saks Inc.	79377W10	Consumer Discretionary	270478
WQK4T1-S-US	Tanger Factory Outlet Cent	87546510	Financials	287458
BCZC8J-S-US	Skullcandy Inc.	83083J10	Consumer Discretionary	B5LHWS
W8XR5M-S-US	SKECHERS USA Inc.	83056610	Consumer Discretionary	242804
R1D35V-S-US	Sky West Inc.	83087910	Industrials	281421
F4SDKX-S-US	Silicon Laboratories Inc.	82691910	Information Technology	256813
SZF3KC-S-US	Schlumberger NV	80685710	Energy	277920
SN0SZ0-S-US	U.S. Silica Holdings Inc.	9.03E+14	Materials	B7GGNT
X9VRBQ-S-US	SL Green Realty Corp.	78440X10	Financials	209684
CF8VBD-S-US	Silgan Holdings Inc.	82704810	Materials	280932
XKRDZB-S-US	Solera Holdings Inc.	83421A10	Information Technology	B1XDZ9
J9GHVQ-S-US	SLM Corp.	78442P10	Financials	210196
L0WG7X-S-US	Solar Capital Ltd.	83413U10	Financials	B61FRC
MMQ0ZB-S-US	Solta Medical Inc.	83438K10	Health Care	B1DYPR
BS0239-S-US	Salix Pharmaceuticals Ltd.	79543510	Health Care	269398
CD97ZP-S-US	SM Energy Co.	78454L10	Energy	276418
XF5F52-S-US	Symmetry Medical Inc.	87154620	Health Care	B02FTV
HVX0X3-S-US	Super Micro Computer Inc.	86800U10	Information Technology	B1VQR3
JTCK6F-S-US	Scotts Miracle-Gro Co.	81018610	Materials	278151
RS2ZNF-S-US	Standard Motor Products In	85366610	Consumer Discretionary	283830
QTF495-S-US	Simplicity Bancorp Inc.	82886710	Financials	B7ZPJF
KJX9X6-S-US	Stein Mart Inc.	85837510	Consumer Discretionary	284442
BXJRFB-S-US	Semtech Corp.	81685010	Information Technology	279554
L9K09T-S-US	Sanchez Energy Corp.	79970Y10	Energy	B73D51
DBV80B-S-US	Snap-On Inc.	83303410	Consumer Discretionary	281874
RZW18K-S-US	Inventure Foods Inc.	46121210	Consumer Staples	269541
NRT8HM-S-US	Sun Bancorp Inc. (New Jers	86663B10	Financials	242347
K9230Y-S-US	Synchronoss Technologies I	87157B10	Information Technology	B17BCQ
NJ1MJS-S-US	SanDisk Corp.	80004C10	Information Technology	276580
H305YV-S-US	Senior Housing Properties	81721M10	Financials	250163
NNLBXV-S-US	Sun Hydraulics Corp.	86694210	Industrials	281928
R5Y379-S-US	Scripps Networks Interacti	81106510	Consumer Discretionary	B39QT2
JFV4K0-S-US	Synopsys Inc.	87160710	Information Technology	286771
QG8XX6-S-US	Sunesis Pharmaceuticals In	86732860	Health Care	B05KZ4
KNJN4M-S-US	Synta Pharmaceuticals Corp	87162T20	Health Care	B08FJW
QG69XR-S-US	Santarus Inc.	80281730	Health Care	230310
PX0MZV-S-US	Synovus Financial Corp.	87161C10	Financials	215897
FH12G1-S-US	SYNNEX Corp.	87162W10	Information Technology	200255
H44KF1-S-US	The Southern Co.	84258710	Utilities	282960
SL2Q7H-S-US	Sonoco Products Co.	83549510	Materials	282139
PZGCDX-S-US	Sonic Corp.	83545110	Consumer Discretionary	282111
VDT73T-S-US	Sonus Networks Inc.	83591610	Information Technology	259253
K4K8BQ-S-US	Spartan Motors Inc.	84681910	Consumer Discretionary	283253
SZMXNW-S-US	Spectrum Brands Holdings I	84763R10	Consumer Staples	B3MYPN
K8020Y-S-US	Standard Pacific Corp.	85375C10	Consumer Discretionary	285304
RT71JB-S-US	Simon Property Group Inc.	82880610	Financials	281245
D2N2BX-S-US	Splunk Inc.	84863710	Information Technology	B42449
X9QZ45-S-US	Staples Inc.	85503010	Consumer Discretionary	284148
P9V9L5-S-US	Superior Energy Services I	86815710	Energy	280610
RVBH6N-S-US	The Spectranetics Corp.	84760C10	Health Care	279036
NDLWZM-S-US	Sapiens International Corp	N7716A15	Information Technology	277745
X6FWFC-S-US	Spectrum Pharmaceuticals I	84763A10	Health Care	298292
GL55H1-S-US	Spirit AeroSystems Holding	84857410	Industrials	B1HMMS
XBWP7P-S-US	Support.Com Inc.	86858W10	Information Technology	261216
KM92QK-S-US	SPS Commerce Inc.	78463M10	Information Technology	B57VWJ
S5DVZT-S-US	Spartan Stores Inc.	84682210	Consumer Staples	261612
R3NF9V-S-US	SPX Corp.	78463510	Industrials	278718
CPGVSS-S-US	SunPower Corp.	86765240	Industrials	B59DK9
F8BYDN-S-US	SciQuest Inc.	80908T10	Information Technology	B3T6ZG
BLB4L6-S-US	SEQUENOM Inc.	81733740	Health Care	B16CJ1
LVWLNC-S-US	Spirit Realty Capital Inc.	84860F10	Financials	BBVHWR
T1N9J9-S-US	1st Source Corp.	33690110	Financials	234184
CRP2XT-S-US	Stericycle Inc.	85891210	Industrials	286082
G213RR-S-US	SurModics Inc.	86887310	Health Care	250267
SDCJ96-S-US	Sempra Energy	81685110	Utilities	213815
LGNZN4-S-US	Servicesource Internationa	81763U10	Information Technology	B4YD5Q
VYWJMK-S-US	Stoneridge Inc.	86183P10	Consumer Discretionary	211197
FPTCJD-S-US	Simpson Manufacturing Co.	82907310	Industrials	280925
XCZN0K-S-US	Stage Stores Inc.	85254C30	Consumer Discretionary	281225
S27LPQ-S-US	SS&C Technologies Holdings	78467J10	Information Technology	B58YSC
NFMTWL-S-US	The E.W. Scripps Co.	81105440	Consumer Discretionary	286253
RV63WK-S-US	Sovran Self Storage Inc.	84610H10	Financials	283221
M64PG0-S-US	Shutterstock Inc.	82569010	Information Technology	B7ZR21
PSLYDN-S-US	Stratasys Ltd.	M8554810	Information Technology	B7WD7D
GN7MDJ-S-US	STAAR Surgical Co.	85231230	Health Care	283629
NNS30C-S-US	STAG Industrial Inc.	85254J10	Financials	B64BRQ
HJM8ZZ-S-US	Standard Parking Corp.	85379010	Industrials	B018W0
FXJFBN-S-US	S&T Bancorp Inc.	78385910	Financials	278110
B5XXXR-S-US	State Bank Financial Corp.	85619010	Financials	B4K3XN
GNBJZ8-S-US	Stewart Information Servic	86037210	Financials	284873
J1HLZ0-S-US	STERIS Corp.	85915210	Health Care	284511
CKVNTH-S-US	STEC Inc.	78477410	Information Technology	264114
R4RF4R-S-US	Stewart Enterprises Inc.	86037010	Consumer Discretionary	284667
J70THP-S-US	StellarOne Corp.	85856G10	Financials	294932
VJ6SFW-S-US	State Auto Financial Corp.	85570710	Financials	284189
X6BVNJ-S-US	SunTrust Banks Inc.	86791410	Financials	286099
GSWR8S-S-US	St. Jude Medical Inc.	79084910	Health Care	276738
TVSB9D-S-US	Sterling Bancorp	74402810	Financials	BFNXVB
NYHQ06-S-US	Sterling Bancorp /Old	85915810	Financials	284527
GGK810-S-US	Steel Dynamics Inc.	85811910	Materials	284947
Q1LGGY-S-US	Stamps.Com Inc.	85285720	Consumer Discretionary	B013D7
W6WKTG-S-US	Scorpio Tankers Inc.	Y7542C10	Energy	B62ZTB
P9VK1D-S-US	Steiner Leisure Ltd.	P8744Y10	Consumer Discretionary	278469
S208LQ-S-US	Questar Corp.	74835610	Utilities	271748
K3FZZK-S-US	Strayer Education Inc.	86323610	Consumer Discretionary	285341
QLTZ0P-S-US	STR Holdings Inc.	78478V10	Materials	B54D7P
JDPNWQ-S-US	Sterling Construction Co.	85924110	Industrials	263287
HP35XB-S-US	Starz	85571Q10	Consumer Discretionary	B8DXDB
WW2S00-S-US	Sterling Financial Corp. (	85931930	Financials	284567
LP459W-S-US	Star Scientific Inc.	85517P10	Consumer Staples	253566
KW96V9-S-US	State Street Corp.	85747710	Financials	284204
VVDCG5-S-US	Starwood Property Trust In	85571B10	Financials	B3PQ52
QZ2Q0V-S-US	Constellation Brands Inc.	21036P10	Consumer Staples	217047
H8JQ2T-S-US	Suffolk Bancorp	86473910	Financials	285798
X8L2PH-S-US	Sun Communities Inc.	86667410	Financials	286025
QR87QD-S-US	SunEdison Inc.	86732Y10	Information Technology	BBC399
K0CPB7-S-US	Solar Senior Capital Ltd.	83416M10	Financials	B4085D
MKH7SS-S-US	Superior Industries Intern	86816810	Consumer Discretionary	286414
LCYHHV-S-US	Supernus Pharmaceuticals I	86845910	Health Care	B72ZBG
TWYG69-S-US	Supertex Inc.	86853210	Information Technology	286103
TSDLP6-S-US	Susquehanna Bancshares Inc	86909910	Financials	285887
KFQ918-S-US	Susser Holdings Corp.	86923310	Consumer Staples	B182MF
DKJ2GF-S-US	SUPERVALU Inc.	86853610	Consumer Staples	286361
QGK7X4-S-US			Undefined	
LLZZ1R-S-US	Stillwater Mining Co.	86074Q10	Materials	281053
DLZ2DS-S-US	Swift Transportation Co.	87074U10	Industrials	B4PZRV
TG60X3-S-US	Smith & Wesson Holding Cor	83175610	Consumer Discretionary	256816
G0YP3H-S-US	SolarWinds Inc.	83416B10	Information Technology	B4MTR1
Q1LMT3-S-US	Stanley Black & Decker Inc	85450210	Consumer Discretionary	B3Q2FJ
XKV56X-S-US	Skyworks Solutions Inc.	83088M10	Information Technology	296105
T7H6K2-S-US	Schweitzer Mauduit Interna	80854110	Materials	278203
B05HH5-S-US	Southwestern Energy Co.	84546710	Energy	282861
K14LTK-S-US	SWS Group Inc.	78503N10	Financials	285745
HP4D6G-S-US	Swisher Hygiene Inc.		Industrials	B50Q7Z
SN6DJ4-S-US	Southwest Gas Corp.	84489510	Utilities	283188
BL5JSW-S-US	Safeway Inc.	78651420	Consumer Staples	276716
HNGV05-S-US	SunCoke Energy Inc.	86722A10	Materials	B3R063
RMD19G-S-US	Standex International Corp	85423110	Industrials	284017
PC59SN-S-US	Sensient Technologies Corp	81725T10	Materials	292374
L6F1HY-S-US	Symetra Financial Corp.	87151Q10	Financials	B4Y0JR
DNWWBS-S-US	S. Y. Bancorp Inc.	78506010	Financials	238943
NYHJP1-S-US	Stryker Corp.	86366710	Health Care	285368
L1Z4CD-S-US	Sykes Enterprises Inc.	87123710	Industrials	286053
L9QXLC-S-US	Symantec Corp.	87150310	Information Technology	286107
DBTDCJ-S-US	Symmetricom Inc.	87154310	Information Technology	272870
W0Z4W6-S-US	Synaptics Inc.	87157D10	Information Technology	283926
G6FPC1-S-US	Synacor Inc.	87156110	Information Technology	B770B1
K7T90J-S-US	Syntel Inc.	87162H10	Information Technology	209570
PX4X3V-S-US	Sypris Solutions Inc.	87165510	Industrials	222633
LP318Y-S-US	Synergy Resources Corp.	87164P10	Energy	B296BJ
J866XV-S-US	Synutra International Inc.	87164C10	Consumer Staples	245753
WHRQGK-S-US	Systemax Inc.	87185110	Consumer Discretionary	239471
TY2J26-S-US	Sysco Corp.	87182910	Consumer Staples	286816
BKDXWV-S-US	Solazyme Inc.	83415T10	Energy	B3ZCYL
PQJ6YX-S-US	AT&T Inc.	00206R10	Telecommunication Serv	283181
RWMW7K-S-US	Tahoe Resources Inc.		Materials	B4WHL9
D2TLRZ-S-US	TAL International Group In	87408310	Industrials	B0LXSX
HY0FNH-S-US	Molson Coors Brewing Co.	60871R20	Consumer Staples	B067BM
D55HTD-S-US	TASER International Inc.	87651B10	Industrials	276719
DBRS90-S-US	Carrols Restaurant Group I	14574X10	Consumer Discretionary	B1L839
S6KXRN-S-US	Medallion Financial Corp.	58392810	Financials	258044
WW2W63-S-US	Taylor Capital Group Inc.	87685110	Financials	295856
C24GM8-S-US	The Bancorp Inc. (Delaware	05969A10	Financials	B05BRL
HLW22G-S-US	TrueBlue Inc.	89785X10	Industrials	251984
CW4SG0-S-US	Territorial Bancorp Inc.	88145X10	Financials	B3MY9Y
P0ZV3L-S-US	Triangle Capital Corp.	89584810	Financials	B1RP51
VXQ34C-S-US	TCF Financial Corp.	87227510	Financials	286845
B4Q0H1-S-US	Texas Capital Bancshares I	88224Q10	Financials	297720
JJ4DFW-S-US	TriCo Bancshares	89609510	Financials	290413
NNF3YY-S-US	Taubman Centers Inc.	87666410	Financials	287225
K8QDS1-S-US	TCP Capital Corp.	87238Q10	Financials	B40RQ7
D6D7XY-S-US	THL Credit Inc.	87243810	Financials	B64XDW
NVC84R-S-US	Teradata Corp.	88076W10	Information Technology	B247H1
QBWP5F-S-US	TransDigm Group Inc.	89364110	Industrials	B11FJK
LKQGQP-S-US	Telephone & Data Systems I	87943382	Telecommunication Serv	B6YR5K
D3VV87-S-US	Tidewater Inc.	88642310	Energy	289185
Q3VM8S-S-US	Teledyne Technologies Inc.	87936010	Industrials	250347
CB0RJJ-S-US	TECO Energy Inc.	87237510	Utilities	288025
BNKYQQ-S-US	Tech Data Corp.	87823710	Information Technology	287953
JLJ543-S-US	Techne Corp.	87837710	Health Care	290145
BV84S2-S-US	Integrys Energy Group Inc.	45822P10	Utilities	298209
FGW52F-S-US	Tenneco Inc.	88034910	Consumer Discretionary	251260
NT47N2-S-US	Teradyne Inc.	88077010	Information Technology	288418
L0V9YQ-S-US	Tesco Corp.	88157K10	Energy	223702
CC0QLL-S-US	TESSCO Technologies Inc.	87238610	Information Technology	288429
CGLVJW-S-US	Terex Corp.	88077910	Industrials	288422
CXFH14-S-US	The Fresh Market Inc.	35804H10	Consumer Staples	B3MH1K
S3CPHJ-S-US	TFS Financial Corp.	87240R10	Financials	B1W8J6
T6776H-S-US	Teleflex Inc.	87936910	Health Care	288140
BGY5CP-S-US	Tredegar Corp.	89465010	Industrials	290334
T7GTTQ-S-US	TGC Industries Inc.	87241730	Energy	230820
F1CT9Y-S-US	Textainer Group Holdings L	G8766E10	Industrials	B054DS
FJ0D8H-S-US	Triumph Group Inc.	89681810	Industrials	289307
WX72B4-S-US	Target Corp.	8.76E+14	Consumer Discretionary	225910
QLQSVL-S-US	Tenet Healthcare Corp.	88033G40	Health Care	B8DMK0
NYJB5S-S-US	First Financial Corp. (Ind	32021810	Financials	236251
SY7WGC-S-US	The Hanover Insurance Grou	41086710	Financials	202041
CTV80V-S-US	Threshold Pharmaceuticals	88580720	Health Care	B00SMD
WM5J7V-S-US	Thor Industries Inc.	88516010	Consumer Discretionary	288987
DCZPLL-S-US	Thoratec Corp.	88517530	Health Care	288996
BG4MPS-S-US	Thermon Group Holdings Inc	88362T10	Industrials	B3N6F0
SHSV1Z-S-US	Gentherm Inc.	37253A10	Consumer Discretionary	B8JFD2
M8B979-S-US	Theravance Inc.	88338T10	Health Care	B032G0
VCM03W-S-US	TreeHouse Foods Inc.	89469A10	Consumer Staples	B095X8
P6FSB4-S-US	TIBCO Software Inc.	88632Q10	Information Technology	243774
V2M364-S-US	TICC Capital Corp.	87244T10	Financials	218247
M2QXKL-S-US	Tiffany & Co.	88654710	Consumer Discretionary	289209
S3B3H1-S-US	Interface Inc.	45866530	Industrials	B86V80
CZC6Z6-S-US	Harris & Harris Group Inc.	41383310	Financials	241193
W3GF7Q-S-US	Orchids Paper Products Co.	68572N10	Consumer Staples	B0CMBD
